HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458626.26440,2019-05-22.7661135,bm,1.52,99.990,99.990,99.990,99.990,99.990,g
2458626.26561,2019-05-22.7673189,bm,1.51,17.293,>17.293,99.990,0.267,0.088,g
2458626.26681,2019-05-22.7685231,bm,1.50,17.266,17.054,0.180,0.548,0.090,g
2458628.26384,2019-05-24.7657170,bm,1.50,17.171,>17.171,99.990,0.360,0.098,g
2458628.26505,2019-05-24.7669259,bm,1.49,17.115,>17.115,99.990,0.305,0.104,g
2458628.26626,2019-05-24.7681408,bm,1.50,17.224,>17.224,99.990,0.394,0.094,g
2458629.23340,2019-05-25.7353578,bm,1.62,17.156,>17.156,99.990,0.392,0.100,g
2458629.23460,2019-05-25.7365643,bm,1.66,17.157,>17.157,99.990,0.392,0.100,g
2458629.23582,2019-05-25.7377834,bm,1.63,17.080,17.064,0.216,0.543,0.107,g
2458633.23936,2019-05-29.7416628,bm,1.45,16.096,>16.096,99.990,-0.073,0.265,g
2458633.24056,2019-05-29.7428657,bm,1.52,15.835,>15.835,99.990,0.371,0.336,g
2458633.24178,2019-05-29.7440849,bm,1.50,15.446,>15.446,99.990,-0.010,0.482,g
2458636.23867,2019-06-01.7412113,bm,1.50,17.218,17.051,0.188,0.549,0.094,g
2458636.23988,2019-06-01.7424248,bm,1.44,17.184,>17.184,99.990,0.268,0.097,g
2458636.24110,2019-06-01.7436468,bm,1.51,17.348,>17.348,99.990,0.119,0.084,g
2458637.47751,2019-06-02.9801508,bi,1.39,16.912,>16.912,99.990,0.615,0.125,g
2458637.47872,2019-06-02.9813629,bi,1.46,16.826,>16.826,99.990,0.448,0.135,g
2458637.47994,2019-06-02.9825810,bi,1.44,17.028,>17.028,99.990,0.206,0.112,g
2458638.48829,2019-06-03.9910112,bi,1.50,17.109,>17.109,99.990,0.385,0.104,g
2458638.48951,2019-06-03.9922303,bi,1.45,16.951,>16.951,99.990,0.350,0.120,g
2458638.49072,2019-06-03.9934472,bi,1.47,16.929,>16.929,99.990,0.506,0.123,g
2458640.47687,2019-06-05.9797487,bi,1.43,16.696,>16.696,99.990,0.311,0.152,g
2458640.47809,2019-06-05.9809717,bi,1.42,16.877,>16.877,99.990,0.422,0.129,g
2458640.47930,2019-06-05.9821890,bi,1.44,16.787,>16.787,99.990,0.299,0.140,g
2458642.46841,2019-06-07.9714409,bi,1.38,16.646,>16.646,99.990,0.602,0.160,g
2458642.46963,2019-06-07.9726623,bi,1.41,16.612,>16.612,99.990,0.038,0.165,g
2458642.47084,2019-06-07.9738724,bi,1.37,16.299,>16.299,99.990,0.154,0.220,g
2458645.21188,2019-06-10.7151204,bm,1.48,16.739,>16.739,99.990,0.247,0.146,g
2458645.21310,2019-06-10.7163376,bm,1.53,16.732,>16.732,99.990,0.545,0.147,g
2458645.21430,2019-06-10.7175430,bm,1.57,16.618,>16.618,99.990,0.599,0.164,g
2458647.46136,2019-06-12.9647701,bi,1.41,16.280,>16.280,99.990,0.243,0.223,g
2458647.46258,2019-06-12.9659846,bi,1.39,16.346,>16.346,99.990,0.296,0.210,g
2458647.46380,2019-06-12.9672024,bi,1.43,16.257,>16.257,99.990,0.532,0.228,g
2458649.45401,2019-06-14.9575533,bi,1.44,15.899,>15.899,99.990,-0.037,0.317,g
2458649.45523,2019-06-14.9587680,bi,1.47,16.130,>16.130,99.990,-0.059,0.256,g
2458649.45646,2019-06-14.9599967,bi,1.45,15.847,>15.847,99.990,0.446,0.333,g
2458651.19703,2019-06-16.7006922,bm,1.60,15.712,>15.712,99.990,0.637,0.377,g
2458651.19825,2019-06-16.7019082,bm,1.51,15.906,>15.906,99.990,0.578,0.315,g
2458651.19946,2019-06-16.7031172,bm,1.56,15.546,>15.546,99.990,-0.473,0.439,g
2458654.18583,2019-06-19.6896883,bm,1.71,99.990,99.990,99.990,99.990,99.990,g
2458654.18704,2019-06-19.6908972,bm,1.59,13.892,>13.892,99.990,-1.765,2.015,g
2458654.18825,2019-06-19.6921013,bm,1.49,14.297,>14.297,99.990,2.753,1.388,g
2458755.88068,2019-09-29.3839211,bE,1.48,17.102,16.941,0.189,0.608,0.105,g
2458755.88196,2019-09-29.3851964,bE,1.48,16.895,>16.895,99.990,0.476,0.127,g
2458755.88323,2019-09-29.3864732,bH,1.43,16.834,>16.834,99.990,0.141,0.134,g
2458755.88324,2019-09-29.3864731,bE,1.48,17.018,>17.018,99.990,0.297,0.113,g
2458758.12871,2019-10-01.6317896,bA,2.12,17.263,>17.263,99.990,0.426,0.090,g
2458758.13000,2019-10-01.6330725,bA,2.18,17.273,>17.273,99.990,0.324,0.089,g
2458758.13128,2019-10-01.6343607,bA,2.18,17.190,>17.190,99.990,0.337,0.097,g
2458758.62979,2019-10-02.1328208,bm,1.54,16.652,>16.652,99.990,0.470,0.159,g
2458758.63100,2019-10-02.1340329,bm,1.57,16.282,>16.282,99.990,0.790,0.223,g
2458758.63221,2019-10-02.1352368,bm,1.55,16.209,>16.209,99.990,-0.011,0.238,g
2458760.63470,2019-10-04.1375741,bm,1.56,16.130,>16.130,99.990,0.136,0.256,g
2458760.63590,2019-10-04.1387780,bm,1.51,15.710,>15.710,99.990,1.045,0.378,g
2458762.11483,2019-10-05.6175937,bA,2.00,17.412,>17.412,99.990,0.366,0.079,g
2458762.11611,2019-10-05.6188803,bA,2.01,17.377,17.357,0.215,0.414,0.081,g
2458762.11740,2019-10-05.6201634,bA,2.03,17.377,17.161,0.180,0.496,0.081,g
2458762.62487,2019-10-06.1275818,bm,1.48,16.684,>16.684,99.990,0.492,0.154,g
2458762.62607,2019-10-06.1287871,bm,1.50,16.706,>16.706,99.990,0.706,0.151,g
2458762.62728,2019-10-06.1299971,bm,1.48,16.533,>16.533,99.990,0.233,0.177,g
2458763.11426,2019-10-06.6169324,bA,1.70,17.301,>17.301,99.990,0.373,0.087,g
2458763.11554,2019-10-06.6182214,bA,1.71,17.470,>17.470,99.990,0.194,0.075,g
2458763.11683,2019-10-06.6195107,bA,1.75,17.278,>17.278,99.990,0.220,0.089,g
2458764.11375,2019-10-07.6163478,bA,1.63,17.402,>17.402,99.990,0.317,0.079,g
2458764.11504,2019-10-07.6176356,bA,1.66,17.326,>17.326,99.990,0.346,0.085,g
2458764.11633,2019-10-07.6189241,bA,1.72,17.347,>17.347,99.990,0.189,0.084,g
2458764.61409,2019-10-08.1166451,bm,1.49,99.990,99.990,99.990,99.990,99.990,g
2458764.61532,2019-10-08.1178700,bm,1.49,99.990,99.990,99.990,99.990,99.990,g
2458764.61653,2019-10-08.1190880,bm,1.53,99.990,99.990,99.990,99.990,99.990,g
2458765.11701,2019-10-08.6195324,bA,2.01,17.425,>17.425,99.990,0.301,0.078,g
2458765.11830,2019-10-08.6208156,bA,2.01,17.403,>17.403,99.990,0.276,0.079,g
2458765.11959,2019-10-08.6221075,bA,2.00,17.336,>17.336,99.990,0.354,0.084,g
2458766.10111,2019-10-09.6035431,bA,1.68,17.485,17.340,0.192,0.421,0.074,g
2458766.10111,2019-10-09.6035432,bD,1.48,16.813,>16.813,99.990,0.489,0.137,g
2458766.10240,2019-10-09.6048361,bA,1.67,17.378,>17.378,99.990,0.330,0.081,g
2458766.10240,2019-10-09.6048357,bD,1.48,16.903,>16.903,99.990,0.122,0.126,g
2458766.10369,2019-10-09.6061252,bA,1.69,17.478,17.365,0.198,0.411,0.074,g
2458767.86484,2019-10-11.3671266,bi,1.43,16.284,>16.284,99.990,-0.216,0.223,g
2458767.86606,2019-10-11.3683496,bi,1.47,16.290,>16.290,99.990,0.866,0.221,g
2458767.86728,2019-10-11.3695643,bi,1.38,16.301,>16.301,99.990,0.475,0.219,g
2458771.83740,2019-10-15.3393437,bH,2.11,15.787,>15.787,99.990,-0.376,0.352,g
2458771.83740,2019-10-15.3393437,bE,1.52,16.149,>16.149,99.990,0.676,0.252,g
2458771.83866,2019-10-15.3406042,bE,1.53,16.059,>16.059,99.990,0.482,0.274,g
2458771.83992,2019-10-15.3418682,bE,1.51,15.867,>15.867,99.990,0.355,0.327,g
2458772.98836,2019-10-16.4902038,bq,1.59,15.998,>15.998,99.990,0.003,0.290,g
2458772.98958,2019-10-16.4914232,bq,1.70,15.007,>15.007,99.990,0.478,0.721,g
2458772.99079,2019-10-16.4926407,bq,1.63,99.990,99.990,99.990,99.990,99.990,g
2458774.00246,2019-10-17.5042197,bq,1.53,15.912,>15.912,99.990,-0.585,0.314,g
2458774.00367,2019-10-17.5054380,bq,1.52,15.765,>15.765,99.990,0.327,0.359,g
2458774.00489,2019-10-17.5066548,bq,1.55,15.803,>15.803,99.990,0.573,0.347,g
2458776.11626,2019-10-19.6178402,bA,1.63,16.498,>16.498,99.990,0.357,0.183,g
2458776.11755,2019-10-19.6191260,bA,1.71,16.480,>16.480,99.990,0.533,0.186,g
2458776.11884,2019-10-19.6204199,bA,1.72,16.391,>16.391,99.990,0.138,0.202,g
2458781.87114,2019-10-25.3721996,bE,1.47,16.584,>16.584,99.990,0.101,0.169,g
2458781.87242,2019-10-25.3734730,bE,1.47,16.560,>16.560,99.990,0.426,0.173,g
2458781.87377,2019-10-25.3748302,bE,1.50,16.359,>16.359,99.990,0.557,0.208,g
2458782.93232,2019-10-26.433275,bq,1.44,17.149,>17.149,99.990,0.302,0.100,g
2458782.93353,2019-10-26.4344896,bq,1.46,17.244,>17.244,99.990,0.371,0.092,g
2458782.93475,2019-10-26.4357141,bq,1.48,17.074,>17.074,99.990,0.400,0.108,g
2458783.96243,2019-10-27.4633024,bq,1.51,17.292,>17.292,99.990,0.291,0.088,g
2458783.96365,2019-10-27.4645217,bq,1.56,17.279,17.207,0.205,0.475,0.089,g
2458783.96487,2019-10-27.4657400,bq,1.52,17.132,>17.132,99.990,0.213,0.102,g
2458787.83249,2019-10-31.3330049,bi,1.46,16.218,>16.218,99.990,0.420,0.236,g
2458787.83372,2019-10-31.3342300,bi,1.43,15.671,>15.671,99.990,-0.429,0.391,g
2458787.83494,2019-10-31.3354457,bi,1.48,15.700,>15.700,99.990,0.699,0.381,g
2458789.84504,2019-11-02.3453597,bE,1.62,99.990,99.990,99.990,99.990,99.990,g
2458789.84631,2019-11-02.3466261,bE,1.55,14.351,>14.351,99.990,0.270,1.321,g
2458789.84757,2019-11-02.3478971,bE,1.56,99.990,99.990,99.990,99.990,99.990,g
2458790.12850,2019-11-02.6287923,bA,1.75,17.623,17.318,0.165,0.429,0.065,g
2458791.02956,2019-11-03.5297701,bA,1.98,17.513,>17.513,99.990,0.280,0.072,g
2458791.03086,2019-11-03.5310670,bA,2.00,17.535,17.347,0.184,0.418,0.070,g
2458791.03215,2019-11-03.5323598,bA,1.99,17.503,>17.503,99.990,0.317,0.072,g
2458791.79441,2019-11-04.2945487,bE,1.47,17.194,>17.194,99.990,0.419,0.096,g
2458791.79568,2019-11-04.2958162,bE,1.47,17.379,17.328,0.209,0.425,0.081,g
2458791.79695,2019-11-04.2970899,bE,1.44,17.258,>17.258,99.990,0.297,0.091,g
2458793.03969,2019-11-05.5397125,bA,1.73,17.520,>17.520,99.990,0.277,0.071,g
2458793.04098,2019-11-05.5409959,bA,1.76,17.585,>17.585,99.990,0.257,0.067,g
2458793.04226,2019-11-05.5422884,bA,1.66,17.357,>17.357,99.990,0.336,0.083,g
2458794.11509,2019-11-06.6150177,bA,2.09,17.240,>17.240,99.990,0.285,0.092,g
2458794.11638,2019-11-06.6163064,bA,2.06,17.197,>17.197,99.990,0.204,0.096,g
2458794.11767,2019-11-06.6175927,bA,2.05,17.167,>17.167,99.990,0.317,0.099,g
2458795.08729,2019-11-07.5871177,bA,1.73,17.529,17.342,0.184,0.420,0.071,g
2458795.08858,2019-11-07.5884131,bA,1.75,17.681,17.424,0.173,0.390,0.061,g
2458795.08987,2019-11-07.5897006,bA,1.74,17.621,17.295,0.162,0.438,0.065,g
2458795.79012,2019-11-08.2898893,bE,1.51,16.721,>16.721,99.990,0.201,0.149,g
2458795.79142,2019-11-08.2911924,bE,1.43,16.612,>16.612,99.990,0.287,0.165,g
2458795.79275,2019-11-08.2925219,bE,1.46,16.685,>16.685,99.990,0.563,0.154,g
2458797.95299,2019-11-10.4525546,bq,1.63,15.462,>15.462,99.990,0.009,0.475,g
2458797.95420,2019-11-10.4537707,bq,1.61,15.104,>15.104,99.990,-0.100,0.660,g
2458797.95543,2019-11-10.4549927,bq,1.64,14.572,>14.572,99.990,-3.493,1.077,g
2458798.78058,2019-11-11.2800665,bi,1.50,15.743,>15.743,99.990,0.676,0.366,g
2458798.78180,2019-11-11.2812888,bi,1.50,15.773,>15.773,99.990,0.211,0.356,g
2458798.78303,2019-11-11.2825177,bi,1.45,15.786,>15.786,99.990,0.316,0.352,g
2458799.57963,2019-11-12.0790436,bm,1.56,15.469,>15.469,99.990,1.161,0.472,g
2458799.58084,2019-11-12.0802568,bm,1.52,15.911,>15.911,99.990,0.442,0.314,g
2458799.58204,2019-11-12.0814616,bm,1.56,16.066,>16.066,99.990,0.206,0.272,g
2458799.80870,2019-11-12.3080943,bE,1.55,16.111,>16.111,99.990,0.053,0.261,g
2458799.81124,2019-11-12.3106317,bE,1.46,16.141,>16.141,99.990,0.521,0.254,g
2458800.83122,2019-11-13.3305300,bi,1.45,15.953,>15.953,99.990,-0.319,0.302,g
2458800.83244,2019-11-13.3317502,bi,1.44,15.837,>15.837,99.990,0.795,0.336,g
2458800.83366,2019-11-13.3329659,bi,1.47,16.021,>16.021,99.990,0.258,0.284,g
2458801.03458,2019-11-13.5338645,bA,1.62,16.096,>16.096,99.990,0.942,0.265,g
2458801.03588,2019-11-13.5351592,bA,1.61,16.122,>16.122,99.990,0.704,0.258,g
2458801.03716,2019-11-13.5364474,bA,1.63,16.068,>16.068,99.990,1.246,0.272,g
2458801.81959,2019-11-14.3187993,bi,1.39,15.928,>15.928,99.990,-0.120,0.309,g
2458802.06441,2019-11-14.5635969,bA,2.04,16.427,>16.427,99.990,0.053,0.195,g
2458802.06570,2019-11-14.5648862,bA,2.01,16.353,>16.353,99.990,-0.142,0.209,g
2458802.06699,2019-11-14.5661754,bA,2.03,16.178,>16.178,99.990,0.279,0.245,g
2458804.93653,2019-11-17.4354642,bq,1.67,15.118,>15.118,99.990,0.559,0.652,g
2458804.93775,2019-11-17.4366846,bq,1.98,14.772,>14.772,99.990,-2.543,0.896,g
2458804.93897,2019-11-17.4379018,bq,2.01,14.611,>14.611,99.990,-0.173,1.039,g
2458807.83066,2019-11-20.3293226,bE,1.47,17.064,>17.064,99.990,0.424,0.109,g
2458807.83192,2019-11-20.3305861,bE,1.46,16.844,>16.844,99.990,0.459,0.133,g
2458809.60663,2019-11-22.1051326,bm,1.50,15.779,>15.779,99.990,0.959,0.355,g
2458809.60784,2019-11-22.1063521,bm,1.86,15.501,>15.501,99.990,0.846,0.458,g
2458810.55073,2019-11-23.0491498,bm,1.49,99.990,99.990,99.990,99.990,99.990,g
2458810.55196,2019-11-23.0503789,bm,1.58,99.990,99.990,99.990,99.990,99.990,g
2458810.55319,2019-11-23.0516087,bm,1.53,16.784,>16.784,99.990,0.260,0.140,g
2458811.95051,2019-11-24.4488082,bq,1.55,17.449,>17.449,99.990,0.244,0.076,g
2458811.95173,2019-11-24.4500285,bq,1.52,17.338,17.327,0.217,0.426,0.084,g
2458811.95294,2019-11-24.4512467,bq,1.57,17.444,17.444,0.219,0.382,0.076,g
2458812.51810,2019-11-25.0163438,bm,1.46,17.144,16.922,0.179,0.618,0.101,g
2458812.51930,2019-11-25.0175505,bm,1.49,17.417,>17.417,99.990,0.346,0.078,g
2458812.52051,2019-11-25.0187596,bm,1.49,17.364,>17.364,99.990,0.294,0.082,g
2458814.14028,2019-11-26.6383815,bA,1.73,17.616,>17.616,99.990,0.259,0.065,g
2458814.14154,2019-11-26.6396489,bA,1.71,17.661,>17.661,99.990,0.229,0.063,g
2458814.14282,2019-11-26.6409245,bA,1.67,17.559,17.243,0.164,0.460,0.069,g
2458816.77150,2019-11-29.2693815,bi,1.53,16.980,>16.980,99.990,0.092,0.117,g
2458816.77273,2019-11-29.2706092,bi,1.57,17.064,>17.064,99.990,0.327,0.109,g
2458816.77395,2019-11-29.2718281,bi,1.53,16.938,>16.938,99.990,0.559,0.122,g
2458820.50612,2019-12-03.0036959,bm,2.11,16.765,>16.765,99.990,0.439,0.143,g
2458820.50733,2019-12-03.0048989,bm,2.12,16.758,>16.758,99.990,0.502,0.144,g
2458820.50853,2019-12-03.0061020,bm,2.08,16.475,>16.475,99.990,0.508,0.187,g
2458820.99404,2019-12-03.4915704,bA,1.64,17.641,17.617,0.214,0.326,0.064,g
2458820.99532,2019-12-03.4928498,bA,1.68,17.937,17.693,0.175,0.304,0.049,g
2458820.99659,2019-12-03.4941261,bA,1.66,17.765,17.476,0.168,0.371,0.057,g
2458821.98635,2019-12-04.4837991,bA,1.72,17.748,17.414,0.161,0.393,0.058,g
2458821.98762,2019-12-04.4850729,bA,1.68,17.667,17.420,0.175,0.391,0.062,g
2458821.98891,2019-12-04.4863489,bA,1.99,17.659,>17.659,99.990,0.313,0.063,g
2458822.50957,2019-12-05.0069753,bm,1.63,17.166,>17.166,99.990,0.342,0.099,g
2458822.51079,2019-12-05.0081907,bm,1.65,17.258,>17.258,99.990,0.274,0.091,g
2458822.51200,2019-12-05.0093972,bm,1.62,99.990,99.990,99.990,99.990,99.990,g
2458823.02974,2019-12-05.5271034,bA,1.71,17.507,>17.507,99.990,0.300,0.072,g
2458823.03102,2019-12-05.5283771,bA,1.70,17.256,>17.256,99.990,0.355,0.091,g
2458823.03229,2019-12-05.5296493,bA,1.71,17.329,>17.329,99.990,0.393,0.085,g
2458823.49693,2019-12-05.9942517,bm,1.50,17.002,>17.002,99.990,0.362,0.115,g
2458823.49814,2019-12-05.9954686,bm,1.50,99.990,99.990,99.990,99.990,99.990,g
2458823.49935,2019-12-05.9966815,bm,1.49,17.123,>17.123,99.990,0.226,0.103,g
2458824.73177,2019-12-07.2289943,bi,1.43,16.435,>16.435,99.990,0.419,0.194,g
2458824.73299,2019-12-07.2302099,bi,1.46,16.434,>16.434,99.990,0.287,0.194,g
2458824.73422,2019-12-07.2314399,bi,1.42,16.392,>16.392,99.990,0.703,0.201,g
2458826.99153,2019-12-09.4885817,bA,1.68,16.656,>16.656,99.990,0.353,0.158,g
2458826.99280,2019-12-09.4898511,bA,1.65,16.581,>16.581,99.990,0.434,0.169,g
2458826.99407,2019-12-09.4911243,bA,1.65,16.539,>16.539,99.990,0.662,0.176,g
2458827.98420,2019-12-10.4811787,bA,1.59,16.355,>16.355,99.990,0.124,0.208,g
2458827.98550,2019-12-10.4824673,bA,1.97,16.593,>16.593,99.990,0.260,0.167,g
2458827.98678,2019-12-10.4837534,bA,1.64,16.510,>16.510,99.990,0.297,0.181,g
2458828.93904,2019-12-11.4359342,bA,2.03,15.847,>15.847,99.990,-0.137,0.333,g
2458828.94031,2019-12-11.4372142,bA,1.99,15.962,>15.962,99.990,0.658,0.300,g
2458828.94159,2019-12-11.4384872,bA,1.96,15.941,>15.941,99.990,-0.434,0.305,g
2458829.53069,2019-12-12.0275436,bm,1.51,15.878,>15.878,99.990,0.422,0.323,g
2458829.53190,2019-12-12.0287478,bm,1.56,15.912,>15.912,99.990,0.645,0.314,g
2458829.53310,2019-12-12.0299539,bm,1.52,15.775,>15.775,99.990,0.711,0.356,g
2458837.13181,2019-12-19.6281246,bA,2.09,17.043,>17.043,99.990,0.306,0.111,g
2458837.67748,2019-12-20.1737692,bE,1.50,17.242,17.225,0.216,0.468,0.092,g
2458837.70071,2019-12-20.1969900,bi,1.43,17.006,>17.006,99.990,0.531,0.114,g
2458837.70193,2019-12-20.1982096,bi,1.39,16.978,>16.978,99.990,0.134,0.117,g
2458837.70317,2019-12-20.1994479,bi,1.40,17.058,>17.058,99.990,0.434,0.109,g
2458838.69887,2019-12-21.1950787,bE,1.47,17.192,>17.192,99.990,0.345,0.096,g
2458838.70015,2019-12-21.1963606,bE,1.47,17.262,>17.262,99.990,0.166,0.090,g
2458838.70142,2019-12-21.1976331,bE,1.50,17.170,>17.170,99.990,0.388,0.098,g
2458840.55580,2019-12-23.0518899,bm,1.50,17.310,>17.310,99.990,0.362,0.086,g
2458840.55701,2019-12-23.0531008,bm,1.48,17.302,>17.302,99.990,0.322,0.087,g
2458840.55821,2019-12-23.0543026,bm,1.48,17.433,17.422,0.217,0.390,0.077,g
2458841.71934,2019-12-24.2153646,bE,1.48,17.186,>17.186,99.990,0.263,0.097,g
2458842.72427,2019-12-25.2202320,bE,1.45,17.285,>17.285,99.990,0.277,0.089,g
2458842.72554,2019-12-25.2215089,bE,1.48,17.218,17.201,0.216,0.478,0.094,g
2458842.72682,2019-12-25.2227844,bE,1.47,17.484,>17.484,99.990,0.326,0.074,g
2458843.83639,2019-12-26.3322849,bq,1.43,99.990,99.990,99.990,99.990,99.990,g
2458843.83761,2019-12-26.3335079,bq,1.50,13.750,>13.750,99.990,-0.253,2.297,g
2458844.71368,2019-12-27.2095289,bi,1.44,17.007,>17.007,99.990,0.457,0.114,g
2458844.71490,2019-12-27.2107505,bi,1.41,16.967,16.811,0.190,0.685,0.119,g
2458844.71612,2019-12-27.2119651,bi,1.43,17.050,>17.050,99.990,0.157,0.110,g
2458845.87532,2019-12-28.3711,bq,1.61,15.325,>15.325,99.990,0.061,0.539,g
2458845.87655,2019-12-28.3723291,bq,1.59,16.317,>16.317,99.990,0.168,0.216,g
2458845.87776,2019-12-28.3735474,bq,1.59,16.790,>16.790,99.990,0.406,0.140,g
2458847.90694,2019-12-30.4026071,bq,1.54,17.415,17.131,0.169,0.510,0.079,g
2458847.90816,2019-12-30.4038277,bq,1.59,17.327,>17.327,99.990,0.320,0.085,g
2458847.90940,2019-12-30.4050645,bq,1.53,17.454,17.183,0.171,0.486,0.076,g
2458849.00910,2019-12-31.5047048,bq,1.53,17.199,>17.199,99.990,0.431,0.096,g
2458849.01032,2019-12-31.5059273,bq,1.47,17.203,>17.203,99.990,0.267,0.095,g
2458849.01154,2019-12-31.5071483,bq,1.47,17.200,>17.200,99.990,0.417,0.096,g
2458849.45561,2019-12-31.9511982,bm,1.57,99.990,99.990,99.990,99.990,99.990,g
2458849.45683,2019-12-31.9524201,bm,1.52,99.990,99.990,99.990,99.990,99.990,g
2458849.45805,2019-12-31.9536329,bm,1.50,17.234,>17.234,99.990,0.199,0.093,g
2458849.89387,2020-01-01.3894307,bA,1.98,17.693,>17.693,99.990,0.286,0.061,g
2458849.89514,2020-01-01.3907042,bA,1.98,17.595,17.514,0.203,0.359,0.067,g
2458849.89641,2020-01-01.3919791,bA,1.99,17.612,>17.612,99.990,0.206,0.066,g
2458850.45560,2020-01-01.9511322,bm,1.51,17.356,>17.356,99.990,0.177,0.083,g
2458850.45681,2020-01-01.9523481,bm,1.49,17.494,17.398,0.201,0.399,0.073,g
2458850.45803,2020-01-01.9535663,bm,1.50,17.262,>17.262,99.990,0.260,0.090,g
2458850.70521,2020-01-02.2007343,bE,1.46,17.416,>17.416,99.990,0.354,0.078,g
2458850.70648,2020-01-02.2020076,bE,1.48,17.519,>17.519,99.990,0.198,0.071,g
2458850.70774,2020-01-02.2032712,bE,1.52,17.292,>17.292,99.990,0.305,0.088,g
2458851.76508,2020-01-03.2605549,bE,1.50,17.381,>17.381,99.990,0.292,0.081,g
2458851.76641,2020-01-03.2618813,bE,1.49,17.272,>17.272,99.990,0.313,0.090,g
2458851.76768,2020-01-03.2631552,bE,1.48,17.328,>17.328,99.990,0.401,0.085,g
2458854.95742,2020-01-06.4527497,bA,2.32,16.841,>16.841,99.990,0.110,0.133,g
2458854.95870,2020-01-06.4540302,bA,2.16,16.815,>16.815,99.990,0.544,0.137,g
2458854.95998,2020-01-06.4553054,bA,2.34,16.693,>16.693,99.990,0.291,0.153,g
2458855.88031,2020-01-07.3755988,bq,1.54,16.625,>16.625,99.990,0.148,0.163,g
2458855.88152,2020-01-07.3768130,bq,1.54,16.555,>16.555,99.990,0.079,0.173,g
2458855.88277,2020-01-07.3780607,bq,1.57,16.753,>16.753,99.990,0.301,0.144,g
2458856.83191,2020-01-08.3271560,bq,1.51,16.314,>16.314,99.990,0.013,0.216,g
2458856.83311,2020-01-08.3283637,bq,1.51,16.312,>16.312,99.990,0.441,0.217,g
2458856.83433,2020-01-08.3295832,bq,1.51,16.402,>16.402,99.990,0.118,0.200,g
2458858.64926,2020-01-10.1444423,bi,1.60,15.449,>15.449,99.990,-0.011,0.480,g
2458858.65048,2020-01-10.1456593,bi,1.47,15.376,>15.376,99.990,-1.478,0.514,g
2458858.65169,2020-01-10.1468670,bi,1.43,15.387,>15.387,99.990,-0.048,0.508,g
2458860.82167,2020-01-12.3167682,bq,1.98,15.772,>15.772,99.990,0.230,0.357,g
2458861.71681,2020-01-13.2118848,bi,1.48,15.746,>15.746,99.990,0.681,0.365,g
2458861.71803,2020-01-13.2131055,bi,1.42,15.725,>15.725,99.990,-0.065,0.372,g
2458861.71926,2020-01-13.2143310,bi,1.43,15.775,>15.775,99.990,0.225,0.356,g
2458862.60002,2020-01-14.0950627,bm,1.50,15.764,>15.764,99.990,-0.808,0.359,g
2458862.60125,2020-01-14.0962877,bm,1.59,15.755,>15.755,99.990,-0.504,0.362,g
2458862.60247,2020-01-14.0975061,bm,1.55,15.775,>15.775,99.990,0.439,0.356,g
2458863.61311,2020-01-15.1081129,bm,1.52,15.968,>15.968,99.990,0.712,0.298,g
2458863.61440,2020-01-15.1094084,bm,1.52,16.051,>16.051,99.990,0.752,0.276,g
2458863.61562,2020-01-15.1106262,bm,1.53,16.041,>16.041,99.990,0.239,0.278,g
2458864.60795,2020-01-16.1029291,bm,1.52,16.379,>16.379,99.990,0.098,0.204,g
2458864.60916,2020-01-16.1041481,bm,1.53,16.348,>16.348,99.990,0.124,0.210,g
2458864.61039,2020-01-16.1053709,bm,1.53,16.307,>16.307,99.990,0.661,0.218,g
2458865.05400,2020-01-16.5489765,bA,2.08,16.842,>16.842,99.990,0.131,0.133,g
2458865.05528,2020-01-16.5502542,bA,2.06,16.787,>16.787,99.990,0.079,0.140,g
2458865.05656,2020-01-16.5515315,bA,2.08,16.850,>16.850,99.990,0.152,0.132,g
2458865.55288,2020-01-17.0478293,bm,1.49,16.810,>16.810,99.990,0.216,0.137,g
2458865.55408,2020-01-17.0490358,bm,1.50,16.846,>16.846,99.990,0.126,0.133,g
2458865.55530,2020-01-17.0502508,bm,1.48,16.977,>16.977,99.990,0.430,0.118,g
2458866.65110,2020-01-18.1460234,bi,1.40,16.753,>16.753,99.990,0.066,0.144,g
2458866.65233,2020-01-18.1472534,bi,1.41,16.916,>16.916,99.990,0.279,0.124,g
2458866.65355,2020-01-18.1484693,bi,1.42,16.794,>16.794,99.990,0.261,0.139,g
2458867.04541,2020-01-18.5403329,bA,1.98,17.253,>17.253,99.990,0.310,0.091,g
2458867.04670,2020-01-18.5416157,bA,1.99,17.331,>17.331,99.990,0.302,0.085,g
2458867.04797,2020-01-18.5428898,bA,2.02,17.613,17.494,0.197,0.365,0.065,g
2458868.02721,2020-01-19.5221009,bA,1.62,17.670,17.452,0.179,0.380,0.062,g
2458868.02848,2020-01-19.5233699,bA,1.66,17.522,>17.522,99.990,0.233,0.071,g
2458868.02976,2020-01-19.5246474,bA,1.64,17.909,17.424,0.140,0.389,0.050,g
2458868.67349,2020-01-20.1683753,bE,1.45,17.133,>17.133,99.990,0.254,0.102,g
2458868.67476,2020-01-20.1696357,bE,1.51,17.223,>17.223,99.990,0.308,0.094,g
2458868.67603,2020-01-20.1709032,bE,1.48,17.104,>17.104,99.990,0.157,0.105,g
2458869.04067,2020-01-20.5355452,bA,1.74,17.697,17.648,0.209,0.317,0.061,g
