HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458538.57279,2019-02-24.0678780,bi,1.39,17.062,>17.062,99.990,0.184,0.109,g
2458538.75884,2019-02-24.2539395,bE,1.48,16.662,>16.662,99.990,0.277,0.157,g
2458538.75885,2019-02-24.2539402,bH,1.44,16.527,>16.527,99.990,0.119,0.178,g
2458538.76016,2019-02-24.2552563,bE,1.46,16.808,>16.808,99.990,0.345,0.137,g
2458538.76016,2019-02-24.2552553,bH,1.41,16.471,>16.471,99.990,0.037,0.187,g
2458538.76143,2019-02-24.2565297,bE,1.45,16.789,>16.789,99.990,0.450,0.140,g
2458538.76143,2019-02-24.2565292,bH,1.41,16.565,>16.565,99.990,0.537,0.172,g
2458539.38760,2019-02-24.8827236,bm,1.46,17.246,>17.246,99.990,0.329,0.092,g
2458539.38881,2019-02-24.8839302,bm,1.50,17.176,>17.176,99.990,0.277,0.098,g
2458539.39002,2019-02-24.8851378,bm,1.47,17.202,17.100,0.199,0.525,0.096,g
2458539.64750,2019-02-25.1426246,bi,1.72,16.965,>16.965,99.990,0.277,0.119,g
2458539.64873,2019-02-25.1438502,bi,1.77,16.826,>16.826,99.990,0.644,0.135,g
2458539.64994,2019-02-25.1450670,bi,1.81,16.891,>16.891,99.990,0.498,0.127,g
2458539.84157,2019-02-25.3366983,bq,1.51,14.857,>14.857,99.990,0.296,0.828,g
2458539.84277,2019-02-25.3379119,bq,1.47,14.060,>14.060,99.990,-0.084,1.726,g
2458539.84399,2019-02-25.3391275,bq,1.53,14.248,>14.248,99.990,-2.489,1.451,g
2458540.56094,2019-02-26.0561027,bi,2.04,17.058,>17.058,99.990,0.098,0.109,g
2458540.56217,2019-02-26.0573289,bi,2.05,17.182,>17.182,99.990,0.296,0.097,g
2458540.56339,2019-02-26.0585538,bi,2.04,17.034,>17.034,99.990,0.350,0.112,g
2458540.73949,2019-02-26.2346614,bi,1.37,16.728,>16.728,99.990,0.307,0.148,g
2458540.74069,2019-02-26.2358704,bi,1.38,16.830,>16.830,99.990,0.634,0.135,g
2458540.74191,2019-02-26.2370875,bi,1.41,16.736,>16.736,99.990,0.299,0.147,g
2458541.42976,2019-02-26.9249528,bm,1.50,15.467,>15.467,99.990,0.245,0.472,g
2458541.43098,2019-02-26.9261686,bm,1.56,16.561,>16.561,99.990,0.479,0.172,g
2458541.43218,2019-02-26.9273701,bm,1.63,16.630,>16.630,99.990,0.633,0.162,g
2458541.57878,2019-02-27.0739856,bi,1.45,17.101,16.931,0.187,0.614,0.105,g
2458541.58001,2019-02-27.0752083,bi,1.37,17.163,>17.163,99.990,0.371,0.099,g
2458541.58122,2019-02-27.0764313,bi,1.42,17.150,17.033,0.197,0.558,0.100,g
2458541.76150,2019-02-27.2567037,bi,1.38,16.688,>16.688,99.990,0.477,0.153,g
2458541.76272,2019-02-27.2579233,bi,1.39,16.703,>16.703,99.990,0.410,0.151,g
2458541.76393,2019-02-27.2591414,bi,1.41,16.660,>16.660,99.990,0.489,0.157,g
2458542.25997,2019-02-27.7551945,bm,2.06,16.251,>16.251,99.990,0.233,0.229,g
2458542.26117,2019-02-27.7563957,bm,2.02,16.320,>16.320,99.990,0.541,0.215,g
2458542.44186,2019-02-27.9370935,bm,1.56,17.539,17.033,0.137,0.558,0.070,g
2458542.44313,2019-02-27.9383634,bm,1.58,17.472,17.046,0.148,0.552,0.075,g
2458542.44435,2019-02-27.9395850,bm,1.53,17.417,17.145,0.170,0.504,0.078,g
2458543.48761,2019-02-28.9828871,bm,1.53,17.410,>17.410,99.990,0.354,0.079,g
2458543.48882,2019-02-28.9840934,bm,1.54,17.490,17.469,0.215,0.374,0.073,g
2458543.49002,2019-02-28.9853060,bm,1.46,17.311,>17.311,99.990,0.405,0.086,g
2458543.82111,2019-03-01.3164115,bq,1.53,17.196,16.968,0.177,0.593,0.096,g
2458543.82233,2019-03-01.3176239,bq,1.53,17.250,>17.250,99.990,0.425,0.091,g
2458543.82354,2019-03-01.3188282,bq,1.55,17.053,>17.053,99.990,0.472,0.110,g
2458544.46368,2019-03-01.9589958,bm,1.53,17.364,16.912,0.144,0.624,0.082,g
2458544.46490,2019-03-01.9602107,bm,1.53,17.351,>17.351,99.990,0.371,0.083,g
2458544.46610,2019-03-01.9614185,bm,1.50,99.990,99.990,99.990,99.990,99.990,g
2458544.76173,2019-03-02.2570615,bE,1.46,17.281,16.889,0.153,0.637,0.089,g
2458544.76173,2019-03-02.2570612,bH,1.45,17.083,>17.083,99.990,0.329,0.107,g
2458544.76301,2019-03-02.2583349,bH,1.41,17.216,>17.216,99.990,0.454,0.094,g
2458544.76301,2019-03-02.2583348,bE,1.45,17.340,17.124,0.180,0.513,0.084,g
2458544.76427,2019-03-02.2595971,bH,1.44,17.020,16.973,0.210,0.590,0.113,g
2458544.76427,2019-03-02.2595967,bE,1.45,17.333,>17.333,99.990,0.224,0.085,g
2458545.40765,2019-03-02.9030035,bm,1.51,17.703,17.140,0.131,0.506,0.060,g
2458545.40885,2019-03-02.9042157,bm,1.52,17.534,17.429,0.199,0.388,0.070,g
2458545.41006,2019-03-02.9054219,bm,1.50,17.506,17.399,0.199,0.398,0.072,g
2458545.75721,2019-03-03.2525859,bq,1.50,16.215,>16.215,99.990,0.686,0.237,g
2458545.75842,2019-03-03.2537961,bq,1.45,16.385,>16.385,99.990,0.484,0.203,g
2458545.75964,2019-03-03.2550146,bq,1.45,16.564,>16.564,99.990,0.503,0.172,g
2458546.71292,2019-03-04.2083386,bi,1.52,17.140,17.054,0.202,0.548,0.101,g
2458546.71413,2019-03-04.2095521,bi,1.53,17.003,>17.003,99.990,0.398,0.115,g
2458546.71536,2019-03-04.2107776,bi,1.51,16.986,>16.986,99.990,0.459,0.117,g
2458547.75115,2019-03-05.2466128,bH,1.39,17.074,16.730,0.160,0.737,0.108,g
2458547.75115,2019-03-05.2466130,bE,1.48,17.283,>17.283,99.990,0.274,0.089,g
2458547.75241,2019-03-05.2478770,bH,1.41,17.015,>17.015,99.990,0.415,0.114,g
2458547.75241,2019-03-05.2478781,bE,1.45,17.334,16.933,0.151,0.612,0.085,g
2458547.75369,2019-03-05.2491552,bH,1.39,17.072,>17.072,99.990,0.391,0.108,g
2458547.75369,2019-03-05.2491550,bE,1.42,17.209,17.043,0.188,0.553,0.095,g
2458548.39946,2019-03-05.8949524,bm,1.51,17.422,17.085,0.161,0.532,0.078,g
2458548.40066,2019-03-05.8961608,bm,1.51,17.498,17.436,0.207,0.385,0.073,g
2458548.40187,2019-03-05.8973740,bm,1.51,17.542,17.019,0.135,0.566,0.070,g
2458548.75052,2019-03-06.2460326,bH,1.41,17.092,>17.092,99.990,0.514,0.106,g
2458548.75052,2019-03-06.2460326,bE,1.45,17.340,16.972,0.156,0.591,0.084,g
2458548.75179,2019-03-06.2473027,bE,1.48,17.328,17.179,0.191,0.488,0.085,g
2458548.75179,2019-03-06.2473026,bH,1.46,16.978,16.933,0.210,0.612,0.117,g
2458548.75305,2019-03-06.2485626,bE,1.48,17.125,>17.125,99.990,0.478,0.103,g
2458548.75305,2019-03-06.2485625,bH,1.47,17.030,>17.030,99.990,0.459,0.112,g
2458549.38690,2019-03-06.8824409,bm,1.51,17.578,17.107,0.142,0.522,0.068,g
2458549.38811,2019-03-06.8836511,bm,1.50,17.374,>17.374,99.990,0.354,0.082,g
2458549.38932,2019-03-06.8848633,bm,1.53,17.420,17.143,0.170,0.504,0.078,g
2458549.76472,2019-03-07.2602796,bq,1.47,17.303,>17.303,99.990,0.378,0.087,g
2458549.76592,2019-03-07.2614871,bq,1.43,17.282,17.191,0.201,0.483,0.089,g
2458549.76714,2019-03-07.2627042,bq,1.47,17.195,>17.195,99.990,0.424,0.096,g
2458550.78355,2019-03-08.2791684,bq,1.46,15.649,>15.649,99.990,1.037,0.400,g
2458550.78476,2019-03-08.2803766,bq,1.52,15.895,>15.895,99.990,-0.115,0.318,g
2458550.78597,2019-03-08.2815932,bq,1.47,16.340,16.125,0.180,1.287,0.211,g
2458554.33560,2019-03-11.8314130,bm,1.51,17.432,17.405,0.214,0.396,0.077,g
2458554.33682,2019-03-11.8326302,bm,1.52,17.502,17.440,0.207,0.384,0.072,g
2458554.33804,2019-03-11.8338475,bm,1.56,17.502,17.310,0.184,0.432,0.072,g
2458555.33862,2019-03-12.8344776,bm,1.53,99.990,99.990,99.990,99.990,99.990,g
2458555.33982,2019-03-12.8356854,bm,1.53,17.319,17.104,0.180,0.523,0.086,g
2458555.34103,2019-03-12.8368931,bm,1.55,17.260,17.109,0.191,0.520,0.091,g
2458555.81418,2019-03-13.3100660,bq,2.01,17.259,>17.259,99.990,0.199,0.091,g
2458555.81540,2019-03-13.3112817,bq,2.04,17.170,>17.170,99.990,0.414,0.098,g
2458555.81660,2019-03-13.3124905,bq,2.11,17.269,16.979,0.168,0.587,0.090,g
2458556.34463,2019-03-13.8405472,bm,1.51,16.933,>16.933,99.990,0.377,0.122,g
2458556.34583,2019-03-13.8417541,bm,1.50,16.961,>16.961,99.990,0.308,0.119,g
2458556.34704,2019-03-13.8429596,bm,1.55,16.966,>16.966,99.990,0.155,0.119,g
2458557.36320,2019-03-14.8591716,bm,1.48,16.825,>16.825,99.990,0.389,0.135,g
2458557.36440,2019-03-14.8603791,bm,1.48,16.862,>16.862,99.990,0.126,0.131,g
2458557.36560,2019-03-14.8615846,bm,1.50,16.701,>16.701,99.990,0.375,0.152,g
2458557.72309,2019-03-15.2190861,bH,1.58,17.095,>17.095,99.990,0.301,0.105,g
2458557.72309,2019-03-15.2190861,bE,1.50,17.251,17.084,0.188,0.533,0.091,g
2458557.72434,2019-03-15.2203415,bH,1.60,17.041,16.957,0.203,0.599,0.111,g
2458557.72434,2019-03-15.2203418,bE,1.51,17.084,17.075,0.217,0.537,0.107,g
2458561.43542,2019-03-18.9316615,bm,1.61,16.032,>16.032,99.990,0.223,0.281,g
2458561.43665,2019-03-18.9328806,bm,1.66,15.825,>15.825,99.990,0.220,0.340,g
2458561.43786,2019-03-18.9340951,bm,1.72,15.999,>15.999,99.990,1.139,0.289,g
2458561.53779,2019-03-19.0340359,bi,1.37,16.017,>16.017,99.990,0.106,0.285,g
2458561.53901,2019-03-19.0352549,bi,1.39,16.054,>16.054,99.990,0.491,0.275,g
2458561.54023,2019-03-19.0364716,bi,1.45,15.958,>15.958,99.990,0.141,0.300,g
2458561.76147,2019-03-19.2577306,bq,1.69,15.046,>15.046,99.990,0.266,0.696,g
2458561.76269,2019-03-19.2589431,bq,1.63,14.920,>14.920,99.990,-2.191,0.782,g
2458561.76391,2019-03-19.2601587,bq,1.51,14.809,>14.809,99.990,-1.772,0.866,g
2458563.41527,2019-03-20.9116320,bm,1.55,15.659,>15.659,99.990,0.026,0.396,g
2458563.41650,2019-03-20.9128537,bm,1.58,15.718,>15.718,99.990,0.787,0.375,g
2458563.41770,2019-03-20.9140616,bm,1.59,15.712,>15.712,99.990,-0.412,0.377,g
2458564.42933,2019-03-21.9257564,bm,1.58,15.900,>15.900,99.990,0.009,0.317,g
2458564.43054,2019-03-21.9269743,bm,1.63,15.880,>15.880,99.990,0.638,0.323,g
2458564.43176,2019-03-21.9281935,bm,1.57,15.954,>15.954,99.990,-0.018,0.302,g
2458565.44247,2019-03-22.9389687,bm,1.54,16.148,>16.148,99.990,-0.131,0.252,g
2458565.44368,2019-03-22.9401774,bm,1.60,16.050,>16.050,99.990,0.700,0.276,g
2458565.44490,2019-03-22.9413930,bm,1.52,15.754,>15.754,99.990,-0.142,0.363,g
2458566.44153,2019-03-23.9381065,bm,1.50,14.129,>14.129,99.990,-0.689,1.621,g
2458566.44276,2019-03-23.9393269,bm,1.51,14.725,>14.725,99.990,1.027,0.936,g
2458566.44398,2019-03-23.9405424,bm,1.51,14.660,>14.660,99.990,0.668,0.993,g
2458566.63643,2019-03-24.1330134,bE,1.50,16.752,>16.752,99.990,0.312,0.145,g
2458566.63644,2019-03-24.1330131,bH,1.41,16.562,16.555,0.218,0.867,0.172,g
2458566.63770,2019-03-24.1342778,bE,1.49,16.843,>16.843,99.990,0.303,0.133,g
2458566.63770,2019-03-24.1342782,bH,1.39,16.544,>16.544,99.990,0.405,0.175,g
2458566.63898,2019-03-24.1355611,bH,1.40,16.526,>16.526,99.990,0.694,0.178,g
2458566.63898,2019-03-24.1355606,bE,1.48,16.718,>16.718,99.990,0.416,0.149,g
2458567.25435,2019-03-24.7509775,bm,1.50,17.495,17.312,0.185,0.431,0.073,g
2458567.25560,2019-03-24.7522247,bm,1.52,17.431,>17.431,99.990,0.330,0.077,g
2458567.25681,2019-03-24.7534313,bm,1.47,17.380,17.322,0.207,0.428,0.081,g
2458567.70500,2019-03-25.2016533,bq,1.43,17.202,16.834,0.156,0.671,0.096,g
2458567.70622,2019-03-25.2028688,bq,1.46,17.261,>17.261,99.990,0.419,0.091,g
2458567.70743,2019-03-25.2040880,bq,1.47,17.336,17.228,0.198,0.467,0.084,g
2458568.50498,2019-03-26.0017016,bi,1.43,17.266,>17.266,99.990,0.435,0.090,g
2458568.50621,2019-03-26.0029245,bi,1.36,17.209,>17.209,99.990,0.420,0.095,g
2458568.50744,2019-03-26.0041587,bi,1.37,17.147,>17.147,99.990,0.342,0.101,g
2458568.68746,2019-03-26.1841875,bi,1.47,16.662,16.474,0.185,0.934,0.157,g
2458568.68867,2019-03-26.1854018,bi,1.44,16.259,>16.259,99.990,0.426,0.228,g
2458568.68989,2019-03-26.1866187,bi,1.44,16.460,>16.460,99.990,0.320,0.189,g
2458569.43109,2019-03-26.9278681,bm,1.61,15.741,>15.741,99.990,0.952,0.367,g
2458569.43231,2019-03-26.9290909,bm,1.68,99.990,99.990,99.990,99.990,99.990,g
2458569.43352,2019-03-26.9303093,bm,1.67,99.990,99.990,99.990,99.990,99.990,g
2458569.67934,2019-03-27.1761396,bi,1.46,16.685,>16.685,99.990,0.309,0.154,g
2458569.68057,2019-03-27.1773638,bi,1.44,16.556,>16.556,99.990,0.573,0.173,g
2458569.68178,2019-03-27.1785815,bi,1.42,16.635,>16.635,99.990,0.266,0.161,g
2458569.85858,2019-03-27.3553915,bA,1.72,17.607,17.087,0.136,0.531,0.066,g
2458569.85986,2019-03-27.3566682,bA,1.97,17.658,17.481,0.186,0.370,0.063,g
2458569.86114,2019-03-27.3579465,bA,1.98,17.639,17.273,0.156,0.448,0.064,g
2458571.80921,2019-03-29.3061658,bA,1.69,17.610,17.110,0.138,0.520,0.066,g
2458571.81048,2019-03-29.3074377,bA,1.65,17.667,16.865,0.105,0.652,0.062,g
2458571.81175,2019-03-29.3087108,bA,1.68,17.649,17.190,0.144,0.483,0.063,g
2458573.77833,2019-03-31.2754304,bA,1.63,17.681,17.112,0.130,0.519,0.061,g
2458573.77960,2019-03-31.2767120,bA,1.67,17.575,17.484,0.201,0.369,0.068,g
2458573.78088,2019-03-31.2779849,bA,1.63,17.708,17.206,0.138,0.476,0.060,g
2458575.59783,2019-04-02.0950804,bi,1.36,17.062,>17.062,99.990,0.212,0.109,g
2458575.59905,2019-04-02.0962981,bi,1.40,16.962,>16.962,99.990,0.322,0.119,g
2458576.61654,2019-04-03.1138652,bH,1.53,17.162,16.953,0.181,0.601,0.099,g
2458576.61654,2019-04-03.1138646,bE,1.49,17.361,>17.361,99.990,0.277,0.083,g
2458576.61781,2019-04-03.1151391,bH,1.51,17.188,>17.188,99.990,0.391,0.097,g
2458576.61782,2019-04-03.1151399,bE,1.48,17.234,>17.234,99.990,0.410,0.093,g
2458576.61908,2019-04-03.1164056,bE,1.53,17.367,17.181,0.185,0.487,0.082,g
2458576.61908,2019-04-03.1164059,bH,1.59,17.102,16.898,0.182,0.632,0.105,g
2458577.66033,2019-04-04.1577436,bE,1.46,17.154,16.996,0.190,0.577,0.100,g
2458577.66034,2019-04-04.1577445,bH,1.41,16.935,>16.935,99.990,0.557,0.122,g
2458577.66161,2019-04-04.1590141,bE,1.44,17.226,>17.226,99.990,0.433,0.094,g
2458577.66161,2019-04-04.1590143,bH,1.48,17.012,>17.012,99.990,0.127,0.114,g
2458577.66287,2019-04-04.1602785,bH,1.48,17.006,>17.006,99.990,0.555,0.115,g
2458577.66287,2019-04-04.1602788,bE,1.50,17.184,16.820,0.157,0.679,0.097,g
2458579.31559,2019-04-05.8131317,bm,1.49,17.502,17.356,0.191,0.415,0.072,g
2458579.31684,2019-04-05.8143755,bm,1.67,17.425,16.971,0.144,0.591,0.078,g
2458579.31805,2019-04-05.8155902,bm,1.63,17.413,>17.413,99.990,0.204,0.079,g
2458579.61596,2019-04-06.1135315,bH,1.41,17.060,>17.060,99.990,0.466,0.109,g
2458579.61597,2019-04-06.1135314,bE,1.47,17.204,17.048,0.190,0.551,0.095,g
2458579.61723,2019-04-06.1147984,bE,1.50,17.188,>17.188,99.990,0.445,0.097,g
2458579.61723,2019-04-06.1147993,bH,1.43,17.080,16.759,0.163,0.719,0.107,g
2458579.61850,2019-04-06.1160752,bE,1.46,17.247,16.777,0.142,0.707,0.092,g
2458579.61851,2019-04-06.1160760,bH,1.41,17.057,16.701,0.158,0.758,0.109,g
2458580.62512,2019-04-07.1227718,bi,1.43,17.050,>17.050,99.990,0.471,0.110,g
2458580.62634,2019-04-07.1239912,bi,1.39,17.059,>17.059,99.990,0.362,0.109,g
2458580.62756,2019-04-07.1252075,bi,1.41,17.087,17.074,0.217,0.538,0.106,g
2458581.63156,2019-04-08.1292875,bi,1.45,17.027,16.944,0.203,0.606,0.112,g
2458581.63278,2019-04-08.1305098,bi,1.49,16.991,>16.991,99.990,0.258,0.116,g
2458581.63399,2019-04-08.1317275,bi,1.45,16.998,>16.998,99.990,0.533,0.115,g
2458582.79136,2019-04-09.2891894,bA,1.64,17.518,17.084,0.147,0.533,0.071,g
2458582.79263,2019-04-09.2904620,bA,1.67,17.542,17.107,0.147,0.522,0.070,g
2458582.79391,2019-04-09.2917366,bA,1.63,17.519,17.458,0.207,0.377,0.071,g
2458583.70536,2019-04-10.2032636,bq,1.47,17.056,>17.056,99.990,0.354,0.109,g
2458583.70658,2019-04-10.2044828,bq,1.47,17.124,>17.124,99.990,0.426,0.103,g
2458583.70779,2019-04-10.2056981,bq,1.48,17.077,>17.077,99.990,0.393,0.107,g
2458586.36356,2019-04-12.8616962,bm,1.53,16.696,>16.696,99.990,0.090,0.152,g
2458586.36478,2019-04-12.8629156,bm,1.49,16.823,>16.823,99.990,0.287,0.135,g
2458586.36600,2019-04-12.8641327,bm,1.51,16.694,>16.694,99.990,0.554,0.153,g
2458588.57871,2019-04-15.0770341,bE,1.47,16.533,>16.533,99.990,0.495,0.177,g
2458588.57871,2019-04-15.0770336,bH,1.42,16.259,>16.259,99.990,0.047,0.228,g
2458588.57997,2019-04-15.0782984,bH,1.41,16.353,>16.353,99.990,0.449,0.209,g
2458588.57998,2019-04-15.0782978,bE,1.53,16.419,>16.419,99.990,0.075,0.197,g
2458588.58124,2019-04-15.0795623,bH,1.37,16.309,>16.309,99.990,0.146,0.217,g
2458588.58124,2019-04-15.0795625,bE,1.47,16.552,16.458,0.201,0.949,0.174,g
2458589.57306,2019-04-16.0714611,bi,1.51,16.112,>16.112,99.990,0.003,0.261,g
2458589.57428,2019-04-16.0726872,bi,1.50,16.062,>16.062,99.990,-0.012,0.273,g
2458589.57550,2019-04-16.0739063,bi,1.54,16.106,>16.106,99.990,0.175,0.262,g
2458591.55848,2019-04-18.0570715,bi,1.45,16.007,>16.007,99.990,0.531,0.287,g
2458591.55971,2019-04-18.0582908,bi,1.48,16.077,>16.077,99.990,0.435,0.269,g
2458591.56093,2019-04-18.0595105,bi,1.42,16.036,>16.036,99.990,1.055,0.280,g
2458591.77759,2019-04-18.2761931,bA,2.00,16.215,>16.215,99.990,0.856,0.237,g
2458591.77887,2019-04-18.2774696,bA,2.03,16.203,>16.203,99.990,0.760,0.240,g
2458591.78014,2019-04-18.2787494,bA,2.02,16.182,>16.182,99.990,-0.553,0.245,g
2458593.55603,2019-04-20.0547857,bi,1.49,13.656,>13.656,99.990,0.322,2.505,g
2458593.55724,2019-04-20.0560063,bi,1.32,13.863,>13.863,99.990,-0.732,2.069,g
2458594.32555,2019-04-20.8243793,bm,1.56,15.367,>15.367,99.990,0.990,0.518,g
2458594.32675,2019-04-20.8255765,bm,1.56,15.479,>15.479,99.990,-0.035,0.467,g
2458594.32796,2019-04-20.8267817,bm,1.54,15.470,>15.470,99.990,1.077,0.471,g
2458595.62750,2019-04-22.1264452,bE,1.51,16.328,>16.328,99.990,0.352,0.214,g
2458595.62751,2019-04-22.1264513,bH,1.45,16.057,>16.057,99.990,0.001,0.274,g
2458595.62880,2019-04-22.1277469,bE,1.53,16.350,>16.350,99.990,0.700,0.210,g
2458595.62881,2019-04-22.1277469,bH,1.55,16.183,>16.183,99.990,0.181,0.244,g
2458595.63007,2019-04-22.1290204,bH,1.61,16.181,>16.181,99.990,0.748,0.245,g
2458595.63008,2019-04-22.1290278,bE,1.48,16.276,>16.276,99.990,-0.058,0.224,g
2458596.54218,2019-04-23.0412056,bi,1.48,17.089,>17.089,99.990,-0.019,0.106,g
2458596.54340,2019-04-23.0424228,bi,1.42,16.909,>16.909,99.990,0.186,0.125,g
2458596.54461,2019-04-23.0436372,bi,1.43,16.907,>16.907,99.990,0.396,0.125,g
2458599.74419,2019-04-26.2434997,bA,2.34,17.096,>17.096,99.990,0.081,0.105,g
2458599.74547,2019-04-26.2447885,bA,2.29,16.803,16.729,0.205,0.739,0.138,g
2458599.74675,2019-04-26.2460630,bA,2.26,16.688,>16.688,99.990,-0.049,0.153,g
2458600.67516,2019-04-27.1745585,bq,1.54,17.145,>17.145,99.990,0.495,0.101,g
2458600.67637,2019-04-27.1757726,bq,1.55,16.943,>16.943,99.990,0.291,0.121,g
2458600.67758,2019-04-27.1769875,bq,1.47,17.169,>17.169,99.990,0.271,0.099,g
2458601.50656,2019-04-28.0060359,bH,1.49,17.077,>17.077,99.990,0.366,0.107,g
2458601.50656,2019-04-28.0060359,bE,1.46,17.406,17.280,0.195,0.445,0.079,g
2458601.50782,2019-04-28.0073011,bH,1.49,17.152,>17.152,99.990,0.303,0.100,g
2458601.50783,2019-04-28.0073016,bE,1.51,17.452,>17.452,99.990,0.301,0.076,g
2458601.50909,2019-04-28.0085686,bH,1.48,17.140,>17.140,99.990,0.319,0.101,g
2458601.50910,2019-04-28.0085681,bE,1.45,17.276,16.947,0.162,0.604,0.089,g
2458602.56417,2019-04-29.0637375,bH,1.39,17.283,>17.283,99.990,0.203,0.089,g
2458602.56417,2019-04-29.0637365,bE,1.51,17.281,>17.281,99.990,0.380,0.089,g
2458602.56546,2019-04-29.0650244,bE,1.48,17.319,17.189,0.194,0.483,0.086,g
2458602.56546,2019-04-29.0650248,bH,1.42,17.221,>17.221,99.990,0.136,0.094,g
2458602.56672,2019-04-29.0662942,bH,1.37,17.068,>17.068,99.990,0.424,0.108,g
2458602.56672,2019-04-29.0662943,bE,1.52,17.433,17.270,0.189,0.449,0.077,g
2458604.33245,2019-04-30.8321824,bm,1.54,99.990,99.990,99.990,99.990,99.990,g
2458604.33366,2019-04-30.8333925,bm,1.51,99.990,99.990,99.990,99.990,99.990,g
2458604.33487,2019-04-30.8346015,bm,1.54,17.275,17.264,0.217,0.451,0.089,g
2458605.31708,2019-05-01.8169045,bm,1.51,17.010,>17.010,99.990,0.399,0.114,g
2458605.31834,2019-05-01.8181640,bm,1.52,17.157,>17.157,99.990,0.377,0.100,g
2458605.31958,2019-05-01.8194099,bm,1.53,17.272,17.115,0.190,0.518,0.090,g
2458606.32572,2019-05-02.8256469,bm,1.50,17.338,>17.338,99.990,0.316,0.084,g
2458606.32695,2019-05-02.8268673,bm,1.51,17.228,>17.228,99.990,0.236,0.093,g
2458606.32817,2019-05-02.8280822,bm,1.51,17.306,17.146,0.189,0.503,0.087,g
2458607.65955,2019-05-04.1595942,bq,1.48,17.053,>17.053,99.990,0.184,0.110,g
2458607.66077,2019-05-04.1608093,bq,1.47,16.941,>16.941,99.990,0.309,0.122,g
2458607.66199,2019-05-04.1620240,bq,1.50,17.075,>17.075,99.990,0.031,0.107,g
2458609.63476,2019-05-06.1349829,bq,1.71,17.123,>17.123,99.990,0.390,0.103,g
2458609.63597,2019-05-06.1362004,bq,1.66,16.843,>16.843,99.990,0.521,0.133,g
2458609.63720,2019-05-06.1374192,bq,1.73,16.900,>16.900,99.990,0.526,0.126,g
2458610.66707,2019-05-07.1673795,bq,1.59,16.252,>16.252,99.990,0.465,0.229,g
2458610.66827,2019-05-07.1685924,bq,1.51,15.943,>15.943,99.990,0.908,0.305,g
2458610.66950,2019-05-07.1698168,bq,1.57,16.003,>16.003,99.990,0.189,0.288,g
2458611.62003,2019-05-08.1204262,bq,1.66,16.844,>16.844,99.990,0.452,0.133,g
2458611.62123,2019-05-08.1216351,bq,1.75,16.805,>16.805,99.990,0.341,0.138,g
2458611.62245,2019-05-08.1228512,bq,2.09,16.877,>16.877,99.990,0.177,0.129,g
2458613.66607,2019-05-10.1666609,bq,1.70,15.568,>15.568,99.990,0.779,0.430,g
2458614.50023,2019-05-11.0008899,bi,1.76,16.697,>16.697,99.990,0.472,0.152,g
2458614.50144,2019-05-11.0021001,bi,1.57,16.707,>16.707,99.990,0.614,0.151,g
2458614.50266,2019-05-11.0033184,bi,1.50,16.687,>16.687,99.990,0.428,0.154,g
2458616.46204,2019-05-12.9628850,bi,1.52,16.701,>16.701,99.990,0.403,0.152,g
2458616.46326,2019-05-12.9640962,bi,1.45,16.578,>16.578,99.990,0.580,0.170,g
2458616.46449,2019-05-12.9653247,bi,1.49,16.525,>16.525,99.990,0.284,0.178,g
2458619.28592,2019-05-15.7870098,bm,1.83,14.365,>14.365,99.990,0.431,1.303,g
2458619.28713,2019-05-15.7882208,bm,1.54,15.052,>15.052,99.990,2.412,0.692,g
2458619.28833,2019-05-15.7894229,bm,1.45,15.672,>15.672,99.990,-0.326,0.391,g
2458619.48279,2019-05-15.9838966,bi,1.39,16.432,>16.432,99.990,0.419,0.194,g
2458619.48400,2019-05-15.9851127,bi,1.39,16.322,>16.322,99.990,0.258,0.215,g
2458619.48523,2019-05-15.9863342,bi,1.39,16.419,>16.419,99.990,0.190,0.197,g
2458619.64748,2019-05-16.1486043,bq,1.45,15.730,>15.730,99.990,0.274,0.371,g
2458619.64870,2019-05-16.1498231,bq,1.49,15.709,>15.709,99.990,-0.530,0.378,g
2458621.27772,2019-05-17.7789908,bm,1.52,15.985,>15.985,99.990,-0.063,0.293,g
2458621.27893,2019-05-17.7801996,bm,1.51,16.062,>16.062,99.990,0.568,0.273,g
2458621.28014,2019-05-17.7814107,bm,1.54,16.165,>16.165,99.990,0.609,0.248,g
2458622.61015,2019-05-19.1115402,bq,1.58,15.221,>15.221,99.990,-0.000,0.593,g
2458622.61136,2019-05-19.1127600,bq,1.66,15.344,>15.344,99.990,-1.440,0.529,g
2458622.61258,2019-05-19.1139773,bq,1.70,15.405,>15.405,99.990,1.898,0.500,g
2458623.52351,2019-05-20.0249767,bi,1.35,99.990,99.990,99.990,99.990,99.990,g
2458623.52472,2019-05-20.0261900,bi,1.56,99.990,99.990,99.990,99.990,99.990,g
2458624.53271,2019-05-21.0342730,bE,1.48,16.435,>16.435,99.990,0.298,0.194,g
2458624.53272,2019-05-21.0342726,bH,1.59,16.176,>16.176,99.990,0.589,0.246,g
2458624.53398,2019-05-21.0355413,bE,1.52,16.394,>16.394,99.990,0.711,0.201,g
2458624.53399,2019-05-21.0355416,bH,1.60,16.081,>16.081,99.990,0.943,0.268,g
2458624.53525,2019-05-21.0368032,bH,1.57,16.121,>16.121,99.990,0.551,0.259,g
2458624.53525,2019-05-21.0368035,bE,1.54,16.425,>16.425,99.990,0.159,0.195,g
